3 , 0.8726543702164349
4 , 0.06428483590138806
5 , 0.03369765611247356
6 , 0.02437276643205919
7 , 0.01607982620815596
8 , 0.010491520455693001
9 , 0.0068437753959423794
10 , 0.004494848612017657
11 , 0.003086599249658164
12 , 0.0022557624314730523
13 , 0.0017946383112652884
14 , 0.0015093532314163394
15 , 0.0013007585231149545
16 , 0.0011956673863706914
17 , 0.0011250083617416315
18 , 0.0010707901606541541
19 , 0.0010499193525448716
20 , 0.000997970249272283
21 , 0.0009587392940106359
22 , 0.0009351473973478886
23 , 0.000981051943499121
24 , 0.0012483983945096972
25 , 0.002068086085802746
26 , 0.0038384251061370314
27 , 0.007572288231228051
28 , 0.015110263094827405
29 , 0.03033667869896444
30 , 0.0608450131530162
31 , 0.1319010114437087
32 , 0.30748193643827115
33 , 0.43192662444719754
